	OddRatio	p-value	depth	go_descr	score
0005623	5.12	0.21538230794407823	1	cell	-1.0
0045202	6.833333333333333	0.17630466898453537	2	synapse	-1.0
0090287	20.54	0.09233967409517767	4	regulation of cellular response to growth factor stimulus	-1.0
0045666	20.54	0.09233967409517767	7	positive regulation of neuron differentiation	-1.0
0030055	20.54	0.09233967409517767	3	cell-substrate junction	-1.0
0050998	20.54	0.09233967409517767	4	nitric-oxide synthase binding	-1.0
0030175	10.26	0.13532080373420538	5	filopodium	-1.0
0032991	2.9171428571428573	0.09233967409517767	1	protein-containing complex	-1.0
0034613	20.54	0.09233967409517767	4	cellular protein localization	-1.0
0008307	20.54	0.09233967409517767	2	structural constituent of muscle	-1.0
0060048	20.54	0.09233967409517767	6	cardiac muscle contraction	-1.0
0017022	20.54	0.09233967409517767	4	myosin binding	-1.0
0008270	6.833333333333333	0.17630466898453537	6	zinc ion binding	-1.0
0033137	20.54	0.09233967409517767	9	negative regulation of peptidyl-serine phosphorylation	-1.0
0010881	20.54	0.09233967409517767	6	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	-1.0
0017166	10.26	0.13532080373420538	4	vinculin binding	-1.0
0045211	6.833333333333333	0.17630466898453537	5	postsynaptic membrane	-1.0
0010976	6.833333333333333	0.17630466898453537	7	positive regulation of neuron projection development	-1.0
0016010	10.26	0.13532080373420538	3	dystrophin-associated glycoprotein complex	-1.0
2000651	20.54	0.09233967409517767	6	positive regulation of sodium ion transmembrane transporter activity	-1.0
0034622	20.54	0.09233967409517767	5	cellular protein-containing complex assembly	-1.0
0086001	20.54	0.09233967409517767	5	cardiac muscle cell action potential	-1.0
0060314	20.54	0.09233967409517767	5	regulation of ryanodine-sensitive calcium-release channel activity	-1.0
0003779	10.26	0.13532080373420538	4	actin binding	-1.0
0045121	10.26	0.13532080373420538	5	membrane raft	-1.0
1901385	20.54	0.09233967409517767	7	regulation of voltage-gated calcium channel activity	-1.0
0043043	20.54	0.09233967409517767	5	peptide biosynthetic process	-1.0
0005829	0.7142857142857143	1.0	2	cytosol	-1.0
0014809	20.54	0.09233967409517767	6	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	-1.0
0031527	10.26	0.13532080373420538	5	filopodium membrane	-1.0
0046716	10.26	0.13532080373420538	3	muscle cell cellular homeostasis	-1.0
0014819	20.54	0.09233967409517767	8	regulation of skeletal muscle contraction	-1.0
0010880	20.54	0.09233967409517767	5	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	-1.0
0030018	10.26	0.13532080373420538	2	Z disc	-1.0
0005886	1.4485714285714286	0.13532080373420538	3	plasma membrane	-1.0
0005200	20.54	0.09233967409517767	2	structural constituent of cytoskeleton	-1.0
0044306	20.54	0.09233967409517767	2	neuron projection terminus	-1.0
0035994	20.54	0.09233967409517767	4	response to muscle stretch	-1.0
0030049	20.54	0.09233967409517767	6	muscle filament sliding	-1.0
0043034	20.54	0.09233967409517767	2	costamere	-1.0
0009986	20.54	0.09233967409517767	2	cell surface	-1.0
0042383	10.26	0.13532080373420538	4	sarcolemma	-1.0
1902083	20.54	0.09233967409517767	8	negative regulation of peptidyl-cysteine S-nitrosylation	-1.0
0044458	20.54	0.09233967409517767	6	motile cilium assembly	-1.0
0016013	20.54	0.09233967409517767	4	syntrophin complex	-1.0
0048747	20.54	0.09233967409517767	6	muscle fiber development	-1.0
0002162	20.54	0.09233967409517767	3	dystroglycan binding	-1.0
0005856	4.092	0.2526406899694147	5	cytoskeleton	-1.0
0007517	10.26	0.13532080373420538	4	muscle organ development	-1.0
0002027	20.54	0.09233967409517767	3	regulation of heart rate	-1.0
0005634	0.7707692307692308	1.0	5	nucleus	-1.0
