	OddRatio	p-value	depth	go_descr	score
0061684	12.714285714285714	0.14207739205538245	4	chaperone-mediated autophagy	-1.0
0101031	12.714285714285714	0.14207739205538245	2	chaperone complex	-1.0
0051607	4.229437229437229	0.26419090242446125	3	defense response to virus	-1.0
0050687	12.714285714285714	0.14207739205538245	5	negative regulation of defense response to virus	-1.0
0046827	12.714285714285714	0.14207739205538245	6	positive regulation of protein export from nucleus	-1.0
0045087	6.35064935064935	0.20544667559662014	3	innate immune response	-1.0
0043066	12.868421052631579	0.02921399511309392	7	negative regulation of apoptotic process	-1.0
0004842	2.1082251082251084	0.4158911027663626	4	ubiquitin-protein transferase activity	-1.0
1902036	6.35064935064935	0.20544667559662014	6	regulation of hematopoietic stem cell differentiation	-1.0
0044389	12.714285714285714	0.14207739205538245	4	ubiquitin-like protein ligase binding	-1.0
0031901	12.714285714285714	0.14207739205538245	5	early endosome membrane	-1.0
0005634	0.5403726708074534	1.0	5	nucleus	-1.0
0034620	12.714285714285714	0.14207739205538245	5	cellular response to unfolded protein	-1.0
0005654	0.5930735930735931	1.0	2	nucleoplasm	-1.0
0070062	1.4011544011544013	0.5366334776679164	5	extracellular exosome	-1.0
0050821	3.168831168831169	0.3186435680897194	4	protein stabilization	-1.0
0032088	12.714285714285714	0.14207739205538245	5	negative regulation of NF-kappaB transcription factor activity	-1.0
0005886	1.8157894736842106	0.33267132011311856	3	plasma membrane	-1.0
1990763	12.714285714285714	0.14207739205538245	3	arrestin family protein binding	-1.0
0043231	6.35064935064935	0.20544667559662014	4	intracellular membrane-bounded organelle	-1.0
0001725	12.714285714285714	0.14207739205538245	3	stress fiber	-1.0
1905337	12.714285714285714	0.14207739205538245	9	positive regulation of aggrephagy	-1.0
0043021	6.35064935064935	0.20544667559662014	3	ribonucleoprotein complex binding	-1.0
0007219	12.714285714285714	0.14207739205538245	4	Notch signaling pathway	-1.0
0016567	1.1440377804014168	0.14207739205538245	8	protein ubiquitination	-1.0
0030018	6.35064935064935	0.20544667559662014	2	Z disc	-1.0
0043005	6.35064935064935	0.20544667559662014	4	neuron projection	-1.0
2000646	12.714285714285714	0.14207739205538245	6	positive regulation of receptor catabolic process	-1.0
0034605	12.714285714285714	0.14207739205538245	4	cellular response to heat	-1.0
0006457	12.714285714285714	0.14207739205538245	2	protein folding	-1.0
0006511	1.4011544011544013	0.5366334776679164	7	ubiquitin-dependent protein catabolic process	-1.0
0045296	12.714285714285714	0.14207739205538245	4	cadherin binding	-1.0
0070534	4.229437229437229	0.26419090242446125	10	protein K63-linked ubiquitination	-1.0
0045505	12.714285714285714	0.14207739205538245	3	dynein intermediate chain binding	-1.0
0051087	12.714285714285714	0.14207739205538245	3	chaperone binding	-1.0
0016020	1.577922077922078	0.14207739205538245	2	membrane	-1.0
1900034	12.714285714285714	0.14207739205538245	5	regulation of cellular response to heat	-1.0
0042307	12.714285714285714	0.14207739205538245	6	positive regulation of protein import into nucleus	-1.0
0032480	6.35064935064935	0.20544667559662014	6	negative regulation of type I interferon production	-1.0
0016235	12.714285714285714	0.14207739205538245	3	aggresome	-1.0
0021510	12.714285714285714	0.14207739205538245	4	spinal cord development	-1.0
0070842	12.714285714285714	0.14207739205538245	5	aggresome assembly	-1.0
0097192	12.714285714285714	0.14207739205538245	4	extrinsic apoptotic signaling pathway in absence of ligand	-1.0
0046329	12.714285714285714	0.14207739205538245	8	negative regulation of JNK cascade	-1.0
0051865	6.35064935064935	0.20544667559662014	9	protein autoubiquitination	-1.0
0005829	0.928849902534113	1.0	2	cytosol	-1.0
0072321	12.714285714285714	0.14207739205538245	5	chaperone-mediated protein transport	-1.0
0046716	6.35064935064935	0.20544667559662014	3	muscle cell cellular homeostasis	-1.0
0045236	12.714285714285714	0.14207739205538245	6	CXCR chemokine receptor binding	-1.0
0008625	12.714285714285714	0.14207739205538245	5	extrinsic apoptotic signaling pathway via death domain receptors	-1.0
0070423	12.714285714285714	0.14207739205538245	5	nucleotide-binding oligomerization domain containing signaling pathway	-1.0
0045732	1.4011544011544013	0.5366334776679164	6	positive regulation of protein catabolic process	-1.0
0061630	1.4011544011544013	0.5366334776679164	5	ubiquitin protein ligase activity	-1.0
0000209	1.4011544011544013	0.14207739205538245	9	protein polyubiquitination	-1.0
0098840	12.714285714285714	0.14207739205538245	5	protein transport along microtubule	-1.0
0032991	1.8051948051948052	0.14207739205538245	1	protein-containing complex	-1.0
0090085	12.714285714285714	0.14207739205538245	7	regulation of protein deubiquitination	-1.0
0071260	12.714285714285714	0.14207739205538245	4	cellular response to mechanical stimulus	-1.0
0007420	12.714285714285714	0.14207739205538245	4	brain development	-1.0
0005737	0.928849902534113	1.0	2	cytoplasm	-1.0
0000774	12.714285714285714	0.14207739205538245	5	adenyl-nucleotide exchange factor activity	-1.0
0044877	6.35064935064935	0.20544667559662014	2	protein-containing complex binding	-1.0
1903215	12.714285714285714	0.14207739205538245	6	negative regulation of protein targeting to mitochondrion	-1.0
0005623	3.168831168831169	0.3186435680897194	1	cell	-1.0
0070936	6.35064935064935	0.20544667559662014	10	protein K48-linked ubiquitination	-1.0
0043161	1.4011544011544013	0.5366334776679164	6	proteasome-mediated ubiquitin-dependent protein catabolic process	-1.0
0035519	12.714285714285714	0.14207739205538245	10	protein K29-linked ubiquitination	-1.0
0006915	3.168831168831169	0.3186435680897194	4	apoptotic process	-1.0
0006954	12.714285714285714	0.14207739205538245	4	inflammatory response	-1.0
0010664	12.714285714285714	0.14207739205538245	9	negative regulation of striated muscle cell apoptotic process	-1.0
0001558	12.714285714285714	0.14207739205538245	4	regulation of cell growth	-1.0
0097201	12.714285714285714	0.14207739205538245	6	negative regulation of transcription from RNA polymerase II promoter in response to stress	-1.0
0046718	4.229437229437229	0.26419090242446125	7	viral entry into host cell	-1.0
0000045	12.714285714285714	0.14207739205538245	5	autophagosome assembly	-1.0
