,entry_ac,go_id,go_descr
8713,Q9NZC7,0005737,cytoplasm
8714,Q9NZC7,0005829,cytosol
8715,Q9NZC7,0005794,Golgi apparatus
8716,Q9NZC7,0005739,mitochondrion
8717,Q9NZC7,0005654,nucleoplasm
8718,Q9NZC7,0005634,nucleus
8719,Q9NZC7,0090575,RNA polymerase II transcription factor complex
8720,Q9NZC7,0050662,coenzyme binding
8721,Q9NZC7,0048037,cofactor binding
8722,Q9NZC7,0019899,enzyme binding
8723,Q9NZC7,0016491,oxidoreductase activity
8724,Q9NZC7,0046983,protein dimerization activity
8725,Q9NZC7,0003713,transcription coactivator activity
8726,Q9NZC7,0071560,cellular response to transforming growth factor beta stimulus
8727,Q9NZC7,0097191,extrinsic apoptotic signaling pathway
8728,Q9NZC7,0072332,intrinsic apoptotic signaling pathway by p53 class mediator
8729,Q9NZC7,0000122,negative regulation of transcription by RNA polymerase II
8730,Q9NZC7,0030178,negative regulation of Wnt signaling pathway
8731,Q9NZC7,0001649,osteoblast differentiation
8732,Q9NZC7,0055114,oxidation-reduction process
8733,Q9NZC7,2001238,positive regulation of extrinsic apoptotic signaling pathway
8734,Q9NZC7,2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
8735,Q9NZC7,0045944,positive regulation of transcription by RNA polymerase II
8736,Q9NZC7,0048705,skeletal system morphogenesis
8737,Q9NZC7,0008202,steroid metabolic process
8738,Q9NZC7,0016055,Wnt signaling pathway
